date,sentiment,lexicon
5/29/2021,-2,nrc
9/16/2021,0,nrc
9/17/2021,NA,nrc
8/16/2021,NA,nrc
9/4/2021,-2,nrc
8/31/2021,NA,nrc
7/14/2020,-1,nrc
3/2/2021,NA,nrc
3/30/2021,-3,nrc
9/10/2021,-5,nrc
3/25/2021,2,nrc
8/18/2021,-2,nrc
12/10/2020,NA,nrc
9/15/2020,-1,nrc
8/20/2021,1,nrc
4/17/2020,13,nrc
10/12/2020,3,nrc
8/20/2020,5,nrc
7/12/2021,3,nrc
8/31/2021,2,nrc
2/9/2021,1,nrc
1/8/2021,2,nrc
6/16/2020,-4,nrc
6/4/2020,6,nrc
1/14/2021,5,nrc
4/1/2020,-6,nrc
9/22/2020,-1,nrc
9/4/2020,-4,nrc
11/9/2020,-2,nrc
6/29/2020,1,nrc
11/16/2020,-1,nrc
10/9/2020,1,nrc
6/13/2020,0,nrc
12/4/2020,1,nrc
11/13/2020,1,nrc
6/11/2020,-2,nrc
7/29/2020,-2,nrc
9/4/2020,2,nrc
3/3/2020,3,nrc
11/12/2020,1,nrc
7/31/2020,3,nrc
10/8/2020,1,nrc
5/22/2020,3,nrc
5/24/2020,1,nrc
11/21/2020,1,nrc
8/11/2020,3,nrc
5/26/2020,1,nrc
3/26/2020,-1,nrc
10/11/2020,0,nrc
8/19/2021,4,nrc
5/20/2020,-8,nrc
4/7/2020,0,nrc
7/1/2020,-1,nrc
10/18/2020,-1,nrc
5/1/2021,-1,nrc
10/15/2020,NA,nrc
6/18/2021,NA,nrc
9/15/2021,2,nrc
1/4/2021,NA,nrc
8/3/2021,NA,nrc
3/2/2020,-1,nrc
6/30/2020,0,nrc
9/5/2021,-1,nrc
9/24/2020,-4,nrc
8/29/2021,-3,nrc
8/11/2020,-1,nrc
5/10/2021,-2,nrc
3/21/2021,2,nrc
10/19/2020,-1,nrc
9/10/2021,0,nrc
7/25/2021,NA,nrc
3/14/2021,1,nrc
12/2/2020,-1,nrc
8/12/2021,NA,nrc
8/27/2021,-5,nrc
12/8/2020,1,nrc
7/2/2021,1,nrc
4/4/2021,3,nrc
4/25/2021,-1,nrc
4/18/2020,-6,nrc
5/7/2020,-1,nrc
3/7/2021,7,nrc
9/19/2020,NA,nrc
8/26/2021,-1,nrc
7/13/2020,-4,nrc
10/8/2020,NA,nrc
9/18/2020,NA,nrc
2/3/2021,NA,nrc
7/23/2021,-3,nrc
12/9/2020,1,nrc
7/24/2021,0,nrc
9/20/2021,-4,nrc
6/24/2021,NA,nrc
6/11/2020,-2,nrc
9/9/2020,NA,nrc
11/18/2020,1,nrc
9/20/2021,-2,nrc
11/12/2020,5,nrc
5/15/2020,5,nrc
6/24/2020,-2,nrc
8/16/2021,-9,nrc
8/30/2021,-3,nrc
6/9/2021,0,nrc
7/29/2020,NA,nrc
9/3/2021,-1,nrc
9/1/2020,0,nrc
9/1/2020,0,nrc
1/16/2021,4,nrc
8/31/2021,2,nrc
8/24/2021,0,nrc
7/6/2021,-1,nrc
6/15/2021,-4,nrc
9/11/2020,1,nrc
9/7/2021,-4,nrc
8/21/2021,0,nrc
3/7/2020,NA,nrc
3/7/2020,NA,nrc
3/5/2020,-4,nrc
1/29/2021,-9,nrc
10/8/2020,0,nrc
7/11/2021,0,nrc
5/2/2020,-3,nrc
3/31/2020,1,nrc
4/20/2021,4,nrc
11/15/2020,2,nrc
9/14/2020,-5,nrc
4/21/2021,2,nrc
1/21/2021,-2,nrc
6/9/2021,3,nrc
7/13/2021,-1,nrc
12/27/2020,3,nrc
9/12/2021,NA,nrc
1/13/2021,-2,nrc
1/1/2021,4,nrc
8/30/2021,NA,nrc
8/28/2021,-3,nrc
4/21/2020,NA,nrc
10/16/2020,-2,nrc
2/23/2021,-4,nrc
11/22/2020,0,nrc
7/1/2020,NA,nrc
3/13/2020,NA,nrc
4/15/2021,NA,nrc
8/17/2021,NA,nrc
9/7/2021,-2,nrc
7/10/2021,NA,nrc
11/11/2020,3,nrc
3/1/2020,-2,nrc
7/27/2021,NA,nrc
2/13/2021,2,nrc
8/18/2021,NA,nrc
7/8/2021,0,nrc
4/13/2021,0,nrc
1/20/2021,2,nrc
9/8/2020,4,nrc
9/1/2021,NA,nrc
8/19/2021,-4,nrc
4/13/2021,1,nrc
9/1/2021,4,nrc
8/23/2020,1,nrc
6/17/2021,1,nrc
1/10/2021,2,nrc
1/8/2021,1,nrc
7/17/2020,NA,afinn
8/30/2020,2,afinn
6/2/2021,-1,afinn
12/20/2020,-2,afinn
9/11/2021,NA,afinn
9/1/2021,1,afinn
6/3/2021,-7,afinn
9/9/2021,NA,afinn
3/17/2020,NA,afinn
5/1/2020,-2,afinn
1/12/2021,-3,afinn
11/23/2020,-2,afinn
8/27/2020,-7,afinn
2/27/2021,-5,afinn
7/22/2021,-3,afinn
10/19/2020,NA,afinn
7/7/2021,-3,afinn
12/9/2020,NA,afinn
11/7/2020,4,afinn
9/14/2021,-3,afinn
8/22/2021,-2,afinn
4/14/2021,-4,afinn
8/20/2021,NA,afinn
12/16/2020,-5,afinn
7/5/2020,NA,afinn
1/17/2021,-1,afinn
7/18/2021,-2,afinn
9/13/2021,NA,afinn
8/30/2021,NA,afinn
8/17/2021,-2,afinn
9/10/2021,-3,afinn
8/29/2021,-2,afinn
5/9/2021,-3,afinn
4/4/2020,-4,afinn
4/27/2021,-3,afinn
8/25/2021,NA,afinn
9/11/2021,-5,afinn
8/3/2020,-6,afinn
2/22/2021,-3,afinn
2/29/2020,NA,afinn
9/10/2021,NA,afinn
8/21/2021,-5,afinn
8/29/2021,1,afinn
8/19/2021,-4,afinn
8/27/2021,1,afinn
3/4/2020,1,afinn
5/11/2021,NA,afinn
7/23/2021,NA,afinn
9/21/2021,-3,afinn
1/20/2021,NA,afinn
5/21/2020,NA,afinn
5/13/2021,-2,afinn
3/4/2021,-5,afinn
12/19/2020,-3,afinn
9/24/2021,NA,afinn
8/28/2021,NA,afinn
12/29/2020,-2,afinn
5/15/2021,-2,afinn
12/31/2020,NA,afinn
7/22/2020,2,afinn
9/20/2021,-2,afinn
8/28/2021,NA,afinn
9/13/2021,-5,afinn
11/27/2020,NA,afinn
9/24/2021,2,afinn
2/17/2021,NA,afinn
6/30/2020,NA,afinn
6/4/2020,-4,afinn
10/22/2020,NA,afinn
7/30/2020,-3,afinn
6/4/2021,-3,afinn
3/8/2020,-1,afinn
5/31/2021,-1,afinn
10/18/2020,-3,afinn
8/26/2021,NA,afinn
9/9/2020,-1,afinn
8/25/2021,NA,afinn
8/25/2021,NA,afinn
2/24/2021,-3,afinn
3/19/2021,2,afinn
11/4/2020,-1,afinn
10/23/2020,NA,afinn
4/17/2021,-2,afinn
5/27/2021,NA,afinn
8/15/2021,NA,afinn
12/9/2020,NA,afinn
5/13/2021,-2,afinn
2/15/2021,-2,afinn
12/2/2020,3,afinn
5/1/2021,-3,afinn
7/26/2021,NA,afinn
2/23/2021,2,afinn
7/1/2020,-3,afinn
6/27/2020,NA,afinn
8/30/2021,-3,afinn
8/23/2021,-4,afinn
2/25/2021,NA,afinn
12/10/2020,-4,afinn
11/29/2020,4,afinn
1/10/2021,-4,afinn
3/1/2020,0,afinn
9/10/2020,2,afinn
9/3/2020,0,afinn
9/13/2021,1,afinn
5/16/2020,-5,afinn
4/10/2021,-5,afinn
3/10/2020,-2,afinn
4/7/2020,-2,afinn
8/23/2021,-2,afinn
5/17/2020,-3,afinn
5/24/2020,-1,afinn
8/24/2020,-8,afinn
9/23/2021,-2,afinn
9/9/2020,NA,afinn
7/30/2021,NA,afinn
4/18/2021,-5,afinn
9/1/2021,NA,afinn
8/12/2021,-2,afinn
8/28/2021,-5,afinn
5/2/2020,-3,afinn
9/12/2020,0,afinn
8/13/2020,NA,afinn
8/9/2020,-2,afinn
3/1/2020,-2,afinn
8/13/2021,-1,afinn
9/8/2021,-2,afinn
5/6/2021,NA,afinn
9/3/2021,-2,afinn
4/14/2021,NA,afinn
8/24/2020,3,afinn
5/25/2020,2,afinn
10/28/2020,-4,afinn
6/15/2020,NA,afinn
2/29/2020,2,afinn
8/16/2021,-3,afinn
9/2/2020,NA,afinn
8/27/2021,2,afinn
4/13/2021,NA,afinn
3/23/2021,-2,afinn
1/18/2021,-2,afinn
8/26/2021,-4,afinn
9/18/2020,-2,afinn
9/13/2020,-4,afinn
9/1/2021,NA,afinn
9/4/2020,-1,afinn
9/4/2020,-1,afinn
9/12/2021,-4,afinn
8/27/2021,-2,afinn
6/10/2020,0,afinn
9/8/2021,NA,afinn
10/27/2020,NA,afinn
11/14/2020,-6,afinn
8/28/2021,NA,afinn
8/21/2021,-2,afinn
1/6/2021,-1,afinn
8/29/2021,NA,afinn
3/19/2020,NA,afinn
5/25/2020,NA,afinn
9/6/2021,NA,afinn
4/30/2020,-2,afinn
8/27/2021,-2,afinn
9/29/2021,3,afinn
8/28/2021,-3,afinn
10/9/2020,-8,afinn
3/29/2021,NA,afinn
10/31/2020,-6,afinn
8/16/2021,NA,afinn
5/7/2020,1,afinn
11/10/2020,NA,afinn
2/28/2021,-1,afinn
12/1/2020,NA,afinn
6/29/2020,NA,afinn
9/20/2021,-4,afinn
9/1/2021,-7,afinn
1/3/2021,-3,afinn
5/29/2020,NA,afinn
8/8/2021,NA,afinn
7/2/2021,NA,afinn
9/6/2021,1,afinn
8/22/2021,-4,afinn
3/18/2021,2,afinn
8/22/2021,-5,afinn
6/13/2021,NA,afinn
9/27/2020,NA,afinn
7/31/2021,NA,afinn
9/15/2021,-2,afinn
6/10/2021,-2,afinn
9/30/2021,-3,afinn
7/3/2020,-2,afinn
9/4/2020,-2,afinn
3/19/2020,-2,afinn
11/21/2020,-1,afinn
5/21/2020,-1,afinn
8/5/2021,4,afinn
8/8/2021,NA,afinn
9/8/2021,-1,afinn
8/13/2021,-1,afinn
8/29/2021,NA,afinn
6/29/2021,NA,afinn
9/15/2020,-2,afinn
8/10/2021,-2,afinn
3/22/2020,-2,afinn
8/27/2021,NA,afinn
6/10/2021,-2,afinn
6/1/2020,-1,afinn
6/17/2021,NA,afinn
11/18/2020,-8,afinn
10/5/2020,2,afinn
9/27/2021,-2,afinn
3/2/2020,NA,afinn
8/26/2021,NA,afinn
7/20/2020,-5,afinn
7/29/2021,-6,afinn
3/18/2021,-5,afinn
5/28/2021,2,afinn
9/25/2020,NA,afinn
9/11/2021,-5,afinn
9/21/2021,-4,afinn
6/9/2021,-3,afinn
6/22/2021,-3,afinn
11/30/2020,-5,afinn
11/27/2020,NA,afinn
7/17/2021,-4,afinn
9/14/2021,-2,afinn
9/15/2021,3,afinn
2/8/2021,-5,afinn
1/16/2021,-2,afinn
8/7/2021,-2,afinn
8/9/2021,-3,afinn
6/22/2020,-3,afinn
5/18/2021,1,afinn
7/10/2021,NA,afinn
4/15/2021,-1,afinn
7/19/2021,NA,afinn
9/1/2021,0,afinn
9/11/2021,NA,afinn
1/26/2021,2,afinn
6/16/2021,-1,afinn
3/25/2021,NA,afinn
12/19/2020,-2,afinn
9/30/2021,2,afinn
9/24/2021,-2,afinn
6/28/2020,-2,afinn
9/22/2021,-2,afinn
9/1/2021,NA,afinn
8/20/2021,NA,afinn
8/27/2021,-3,afinn
6/6/2021,NA,afinn
12/24/2020,1,afinn
12/11/2020,NA,afinn
8/3/2021,-2,afinn
4/23/2021,3,afinn
1/22/2021,NA,afinn
12/8/2020,NA,afinn
9/1/2021,-2,afinn
4/21/2021,NA,afinn
8/21/2021,NA,afinn
8/18/2021,NA,afinn
8/29/2021,-3,afinn
6/26/2021,NA,afinn
8/18/2021,NA,afinn
6/30/2020,NA,afinn
3/17/2021,NA,afinn
4/29/2021,NA,afinn
3/5/2021,-2,afinn
7/2/2021,NA,afinn
8/16/2021,-4,afinn
8/25/2021,1,afinn
6/27/2020,-2,afinn
7/26/2021,NA,afinn
12/16/2020,NA,afinn
9/20/2021,-1,afinn
2/3/2021,NA,afinn
4/13/2021,-1,afinn
9/3/2021,-3,afinn
11/7/2020,NA,afinn
1/30/2021,NA,afinn
8/27/2021,NA,afinn
7/10/2021,-3,afinn
11/23/2020,NA,afinn
4/15/2021,-5,afinn
8/29/2020,-5,afinn
4/15/2021,NA,afinn
8/20/2021,-3,afinn
8/26/2021,-2,afinn
11/25/2020,NA,afinn
12/8/2020,NA,afinn
4/21/2021,0,afinn
9/10/2021,NA,afinn
10/27/2020,-3,afinn
7/16/2021,-4,afinn
5/4/2021,NA,afinn
2/23/2021,NA,afinn
3/24/2021,-1,afinn
11/19/2020,-2,afinn
8/1/2020,-2,afinn
7/31/2021,NA,afinn
8/17/2021,NA,afinn
6/17/2020,-2,afinn
5/8/2021,-3,afinn
7/31/2020,-4,afinn
8/26/2021,NA,afinn
9/23/2021,-1,afinn
5/13/2020,-1,afinn
7/2/2020,NA,afinn
4/24/2021,NA,afinn
5/31/2021,NA,afinn
8/28/2021,2,afinn
8/25/2021,NA,afinn
4/20/2021,NA,afinn
5/25/2020,NA,afinn
11/25/2020,-3,afinn
6/6/2021,NA,afinn
8/29/2020,-4,afinn
9/7/2021,NA,afinn
8/30/2021,NA,afinn
2/25/2021,2,afinn
7/22/2021,NA,afinn
4/6/2021,-2,afinn
11/25/2020,-2,afinn
11/25/2020,-2,afinn
4/20/2021,-2,afinn
6/23/2020,2,afinn
4/29/2021,-2,afinn
8/16/2021,-4,afinn
8/22/2021,-2,afinn
8/31/2021,-3,afinn
9/7/2021,-3,afinn
7/9/2021,NA,afinn
7/15/2021,-7,afinn
2/19/2021,NA,afinn
7/28/2021,3,afinn
4/13/2021,-2,afinn
12/14/2020,NA,afinn
9/20/2021,NA,afinn
5/19/2020,-1,afinn
8/18/2021,-2,afinn
7/29/2021,0,afinn
9/2/2021,1,afinn
7/9/2020,-1,afinn
3/31/2020,NA,afinn
1/2/2021,NA,afinn
4/28/2020,NA,afinn
4/10/2020,NA,afinn
8/11/2021,NA,afinn
1/6/2021,-3,afinn
3/29/2020,-5,afinn
3/29/2020,-5,afinn
7/16/2021,-3,afinn
5/3/2021,-2,afinn
10/24/2020,NA,afinn
11/3/2020,-3,afinn
8/4/2021,-2,afinn
4/17/2021,-1,afinn
8/22/2021,-1,afinn
9/29/2021,NA,afinn
6/23/2021,NA,afinn
6/18/2020,1,afinn
10/21/2020,-3,afinn
9/4/2021,-1,afinn
7/28/2020,-3,afinn
9/29/2021,-1,afinn
9/20/2021,-2,afinn
6/19/2021,NA,afinn
8/18/2021,-2,afinn
8/21/2021,NA,afinn
8/23/2021,-2,afinn
3/22/2021,-2,afinn
6/30/2021,-5,afinn
8/25/2021,-2,afinn
11/24/2020,-3,afinn
8/21/2021,NA,afinn
4/19/2020,2,afinn
8/20/2021,-1,afinn
7/11/2021,-1,afinn
3/17/2020,-4,afinn
9/23/2020,NA,afinn
3/13/2020,NA,afinn
8/24/2021,2,afinn
6/17/2021,-5,afinn
5/19/2020,2,afinn
5/19/2020,2,afinn
3/7/2020,NA,afinn
2/21/2021,-2,afinn
11/8/2020,NA,afinn
2/16/2021,NA,afinn
7/14/2021,NA,afinn
8/28/2021,NA,afinn
3/20/2021,-2,afinn
4/23/2020,NA,afinn
3/25/2020,-3,afinn
7/27/2021,-2,afinn
5/18/2020,NA,afinn
6/30/2020,NA,afinn
7/17/2020,NA,afinn
8/9/2021,-2,afinn
8/13/2021,-3,afinn
8/21/2021,-1,afinn
9/14/2021,0,afinn
12/3/2020,1,afinn
9/6/2020,-5,afinn
9/9/2020,-5,afinn
9/9/2021,4,afinn
8/18/2021,-1,afinn
9/18/2021,-1,afinn
7/9/2020,NA,afinn
3/22/2021,-4,afinn
8/17/2021,NA,afinn
3/24/2020,-1,afinn
8/17/2021,NA,afinn
3/5/2021,NA,afinn
8/15/2021,-1,afinn
6/8/2020,-3,afinn
5/9/2020,-2,afinn
1/8/2021,-4,afinn
9/24/2021,-2,afinn
11/21/2020,NA,afinn
9/16/2021,-3,afinn
10/4/2020,-1,afinn
7/20/2020,-1,afinn
6/2/2020,-2,afinn
9/28/2021,NA,afinn
9/26/2021,NA,afinn
6/6/2020,-1,afinn
3/26/2020,1,afinn
4/2/2020,NA,afinn
9/7/2021,2,afinn
8/28/2021,-3,afinn
5/12/2020,-2,afinn
9/13/2021,-4,afinn
3/5/2020,0,afinn
3/19/2020,1,afinn
8/27/2020,NA,afinn
4/20/2021,-4,afinn
2/7/2021,2,afinn
1/28/2021,-4,afinn
9/15/2020,-2,afinn
9/22/2021,NA,afinn
3/9/2020,NA,afinn
8/27/2021,NA,afinn
5/15/2020,2,afinn
6/12/2020,NA,afinn
12/29/2020,-3,afinn
10/22/2020,NA,afinn
9/14/2021,NA,afinn
5/4/2021,-2,afinn
7/18/2021,-3,afinn
3/6/2020,-3,afinn
11/2/2020,-3,afinn
2/19/2021,NA,afinn
6/6/2020,NA,afinn
8/27/2021,NA,afinn
10/14/2020,1,afinn
9/22/2020,-3,afinn
6/25/2021,-2,afinn
11/11/2020,NA,afinn
8/27/2021,-2,afinn
9/25/2020,NA,afinn
1/20/2021,2,afinn
9/23/2021,2,afinn
6/29/2021,NA,afinn
12/8/2020,-2,afinn
9/22/2021,-1,afinn
3/11/2020,-4,afinn
3/26/2021,NA,afinn
12/29/2020,NA,afinn
8/30/2021,NA,afinn
3/13/2021,NA,afinn
10/27/2020,-10,afinn
4/28/2021,NA,afinn
8/24/2021,2,afinn
7/13/2020,-2,afinn
1/25/2021,NA,afinn
9/10/2021,NA,afinn
4/15/2021,-3,afinn
12/28/2020,NA,afinn
5/26/2020,NA,afinn
4/15/2021,-1,afinn
3/12/2020,1,afinn
9/2/2021,NA,afinn
12/31/2020,NA,afinn
8/19/2021,-1,afinn
3/5/2020,-2,afinn
3/3/2021,-4,afinn
9/16/2021,NA,afinn
7/9/2020,-4,afinn
8/30/2021,-2,afinn
12/27/2020,NA,afinn
1/1/2021,NA,afinn
7/23/2020,-1,afinn
9/4/2021,-3,afinn
2/6/2021,-2,afinn
8/30/2021,NA,afinn
1/28/2021,2,afinn
8/15/2021,NA,afinn
4/7/2021,1,afinn
9/23/2021,NA,afinn
7/8/2021,-3,afinn
10/12/2020,-1,afinn
5/5/2020,NA,afinn
9/4/2021,-3,afinn
5/13/2020,-2,afinn
4/9/2020,NA,afinn
3/21/2021,NA,afinn
7/25/2021,-3,afinn
3/8/2021,2,afinn
9/17/2021,0,afinn
9/28/2020,2,afinn
1/4/2021,NA,afinn
9/11/2021,NA,afinn
8/24/2021,NA,afinn
9/16/2021,-2,afinn
5/17/2021,NA,afinn
1/7/2021,-2,afinn
8/15/2021,NA,afinn
9/29/2021,NA,afinn
1/15/2021,-2,afinn
7/19/2020,-2,afinn
8/11/2021,NA,afinn
2/13/2021,3,afinn
9/3/2021,0,afinn
1/14/2021,NA,afinn
2/4/2021,-4,afinn
7/13/2020,-1,afinn
10/5/2020,NA,afinn
8/18/2021,-2,afinn
8/17/2021,-4,afinn
9/26/2021,NA,afinn
12/12/2020,-4,afinn
4/26/2021,-1,afinn
9/10/2021,-2,afinn
8/25/2021,-2,afinn
8/22/2021,-2,afinn
11/14/2020,NA,afinn
9/1/2021,NA,afinn
7/12/2021,2,afinn
3/5/2020,2,afinn
9/19/2021,1,afinn
11/14/2020,3,afinn
10/24/2020,NA,afinn
9/6/2020,NA,afinn
5/11/2020,NA,afinn
9/5/2020,-2,afinn
9/6/2021,0,afinn
3/8/2020,-6,afinn
1/6/2021,-2,afinn
8/16/2021,NA,afinn
8/26/2021,NA,afinn
7/31/2021,-3,afinn
10/6/2020,-4,afinn
3/14/2020,-1,afinn
6/18/2021,2,afinn
8/16/2021,-3,afinn
6/9/2021,NA,afinn
3/18/2021,-2,afinn
10/23/2020,2,afinn
2/29/2020,-2,afinn
1/26/2021,NA,afinn
5/26/2020,NA,afinn
9/20/2021,0,afinn
9/12/2020,-2,afinn
5/9/2021,NA,afinn
10/1/2020,NA,afinn
9/11/2021,NA,afinn
1/13/2021,-2,afinn
9/19/2021,NA,afinn
12/8/2020,2,afinn
8/2/2020,-5,afinn
9/5/2021,-1,afinn
9/29/2021,-3,afinn
8/24/2021,NA,afinn
6/5/2020,1,afinn
8/21/2021,NA,afinn
8/4/2020,-1,afinn
7/31/2020,NA,afinn
8/19/2020,NA,afinn
9/8/2021,NA,afinn
4/2/2021,NA,afinn
9/10/2021,NA,afinn
4/14/2021,-3,afinn
12/22/2020,-2,afinn
8/26/2020,-3,afinn
7/3/2020,-2,afinn
8/24/2021,-1,afinn
9/23/2021,0,afinn
1/15/2021,-6,afinn
8/27/2020,-2,afinn
1/17/2021,-2,afinn
11/12/2020,1,afinn
8/30/2021,-2,afinn
12/22/2020,-3,afinn
7/25/2020,NA,afinn
3/26/2021,NA,afinn
9/1/2021,2,afinn
8/9/2021,NA,afinn
6/25/2021,NA,afinn
2/24/2021,NA,afinn
5/21/2021,NA,afinn
11/24/2020,-2,afinn
2/25/2021,-4,afinn
3/15/2020,NA,afinn
9/21/2021,-2,afinn
9/24/2021,NA,afinn
4/2/2020,-3,afinn
9/10/2020,-4,afinn
7/1/2021,NA,afinn
4/27/2021,NA,afinn
3/4/2021,1,afinn
4/23/2021,NA,afinn
5/25/2021,-3,afinn
9/17/2021,-8,afinn
1/29/2021,-2,afinn
11/27/2020,-1,afinn
9/13/2021,-1,afinn
9/1/2021,NA,afinn
1/16/2021,-7,afinn
6/6/2020,-2,afinn
4/21/2021,-1,afinn
7/4/2021,-3,afinn
5/6/2021,0,afinn
6/15/2021,NA,afinn
12/10/2020,2,afinn
9/17/2020,NA,afinn
3/14/2021,1,afinn
3/23/2020,-2,afinn
8/13/2020,-5,afinn
1/12/2021,NA,afinn
8/7/2020,-2,afinn
1/18/2021,-2,afinn
9/1/2021,-2,afinn
4/17/2021,-2,afinn
2/17/2021,-1,afinn
2/6/2021,-2,afinn
8/20/2021,NA,afinn
9/11/2021,NA,afinn
5/19/2020,NA,afinn
1/13/2021,NA,afinn
8/16/2021,NA,afinn
8/13/2020,-2,afinn
9/24/2021,-1,afinn
9/29/2021,-2,afinn
2/25/2021,-5,afinn
10/18/2020,NA,afinn
8/26/2021,-3,afinn
3/8/2021,NA,afinn
9/27/2021,-3,afinn
9/27/2021,-5,afinn
7/21/2020,-2,afinn
9/15/2021,-3,afinn
9/2/2021,NA,afinn
4/2/2021,NA,afinn
7/21/2020,NA,afinn
11/3/2020,-2,afinn
6/14/2020,NA,afinn
8/15/2021,NA,afinn
7/3/2020,-2,afinn
6/26/2020,-3,afinn
5/7/2021,NA,afinn
4/28/2021,NA,afinn
9/19/2020,NA,afinn
7/30/2021,NA,afinn
6/29/2021,-1,afinn
3/31/2021,2,afinn
8/19/2021,3,afinn
6/18/2020,NA,afinn
7/14/2021,NA,afinn
1/22/2021,NA,afinn
7/21/2020,-5,afinn
12/11/2020,-2,afinn
8/18/2021,1,afinn
9/8/2021,-2,afinn
2/3/2021,NA,afinn
1/15/2021,-3,afinn
9/7/2021,NA,afinn
9/1/2021,NA,afinn
6/10/2021,-1,afinn
9/17/2021,2,afinn
7/1/2020,NA,afinn
8/19/2021,-2,afinn
11/18/2020,-6,afinn
6/28/2020,-2,afinn
5/14/2021,NA,afinn
8/2/2021,NA,afinn
2/16/2021,-2,afinn
4/14/2020,-1,afinn
8/31/2021,NA,afinn
11/7/2020,-1,afinn
11/9/2020,4,afinn
9/16/2021,-2,afinn
9/18/2021,NA,afinn
12/5/2020,-3,afinn
8/26/2021,-5,afinn
6/7/2021,NA,afinn
6/30/2020,NA,afinn
10/26/2020,-2,afinn
8/11/2021,-2,afinn
2/29/2020,-1,afinn
7/28/2020,0,afinn
9/7/2021,2,afinn
7/7/2021,-3,afinn
3/28/2020,-2,afinn
8/14/2021,NA,afinn
9/6/2021,-1,afinn
8/4/2021,-1,afinn
9/21/2021,NA,afinn
7/9/2021,NA,afinn
6/20/2021,2,afinn
7/27/2020,-5,afinn
9/4/2021,-3,afinn
3/20/2020,-3,afinn
8/10/2021,-1,afinn
8/17/2021,0,afinn
8/19/2021,-4,afinn
4/24/2020,-1,afinn
3/4/2020,-4,afinn
8/23/2021,-1,afinn
8/6/2021,-3,afinn
9/17/2021,NA,afinn
7/13/2020,-4,afinn
8/14/2021,NA,afinn
8/7/2021,NA,afinn
8/15/2021,NA,afinn
7/6/2021,NA,afinn
8/30/2020,-2,afinn
7/7/2021,-1,afinn
8/14/2021,NA,afinn
1/2/2021,NA,afinn
3/19/2021,-2,afinn
8/13/2021,-2,afinn
4/24/2021,-3,afinn
7/18/2021,NA,afinn
7/19/2021,NA,afinn
8/24/2021,NA,afinn
4/16/2021,-2,afinn
11/9/2020,1,afinn
8/31/2020,3,afinn
9/5/2021,2,afinn
6/2/2020,NA,afinn
6/23/2020,-2,afinn
4/5/2021,NA,afinn
1/3/2021,NA,afinn
6/21/2020,-1,afinn
8/25/2021,NA,afinn
9/12/2021,-4,afinn
8/31/2021,-1,afinn
2/11/2021,NA,afinn
3/8/2021,1,afinn
3/27/2021,NA,afinn
9/11/2021,NA,afinn
8/8/2021,-2,afinn
8/26/2021,2,afinn
7/3/2021,-2,afinn
6/9/2021,-3,afinn
9/17/2021,NA,afinn
8/17/2021,2,afinn
8/31/2021,-1,afinn
2/15/2021,NA,afinn
8/16/2021,NA,afinn
3/30/2021,5,afinn
8/18/2021,NA,afinn
4/22/2021,-2,afinn
7/21/2020,NA,afinn
1/30/2021,-3,afinn
12/1/2020,-2,afinn
7/29/2021,0,afinn
2/21/2021,5,afinn
3/27/2021,NA,afinn
3/5/2021,NA,afinn
8/23/2021,NA,afinn
7/11/2021,-6,afinn
5/11/2020,NA,afinn
10/16/2020,NA,afinn
9/15/2021,NA,afinn
5/29/2021,NA,afinn
9/16/2021,-1,afinn
9/17/2021,NA,afinn
8/16/2021,-2,afinn
9/4/2021,-4,afinn
8/31/2021,-3,afinn
7/14/2020,-2,afinn
3/2/2021,NA,afinn
3/30/2021,-3,afinn
9/10/2021,-2,afinn
3/25/2021,NA,afinn
8/18/2021,NA,afinn
12/10/2020,-1,afinn
9/15/2020,NA,afinn
8/20/2021,0,afinn
4/17/2020,4,afinn
10/12/2020,1,afinn
8/20/2020,2,afinn
7/12/2021,2,afinn
8/31/2021,-3,afinn
2/9/2021,NA,afinn
1/8/2021,NA,afinn
6/16/2020,-1,afinn
6/4/2020,1,afinn
1/14/2021,NA,afinn
4/1/2020,-2,afinn
9/22/2020,-1,afinn
9/4/2020,-4,afinn
11/9/2020,NA,afinn
6/29/2020,NA,afinn
11/16/2020,NA,afinn
10/9/2020,NA,afinn
6/13/2020,NA,afinn
12/4/2020,NA,afinn
11/13/2020,NA,afinn
6/11/2020,-1,afinn
7/29/2020,-4,afinn
9/4/2020,NA,afinn
3/3/2020,NA,afinn
11/12/2020,NA,afinn
7/31/2020,NA,afinn
10/8/2020,-2,afinn
5/22/2020,NA,afinn
5/24/2020,NA,afinn
11/21/2020,-1,afinn
8/11/2020,NA,afinn
5/26/2020,NA,afinn
3/26/2020,-2,afinn
10/11/2020,NA,afinn
8/19/2021,-2,afinn
5/20/2020,-7,afinn
4/7/2020,NA,afinn
7/1/2020,-2,afinn
10/18/2020,NA,afinn
5/1/2021,-3,afinn
10/15/2020,NA,afinn
6/18/2021,1,afinn
9/15/2021,NA,afinn
1/4/2021,-1,afinn
8/3/2021,NA,afinn
3/2/2020,-6,afinn
6/30/2020,NA,afinn
9/5/2021,NA,afinn
9/24/2020,-3,afinn
8/29/2021,-1,afinn
8/11/2020,NA,afinn
5/10/2021,-2,afinn
3/21/2021,NA,afinn
10/19/2020,-3,afinn
9/10/2021,NA,afinn
7/25/2021,1,afinn
3/14/2021,NA,afinn
12/2/2020,2,afinn
8/12/2021,NA,afinn
8/27/2021,-3,afinn
12/8/2020,-2,afinn
